Level,Date,ApplicationName,ApplicationPresentation,Event,EventPresentation,User,UserName,Computer,Metadata,MetadataPresentation,Comment,Data,DataPresentation,TransactionStatus,TransactionID,Connection,Session,ServerName,Port,SyncPort
Information,2024-12-10T16:17:37,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,00000000-0000-0000-0000-000000000000,,,InformationRegister.TelegramЖурналВыполнения,Регистр сведений. Журнал выполнения Telegram,,,,Committed,10.12.2024 16:17:37 (1440862225),38651,74838,app01,1564,0
Information,2024-12-10T16:17:37,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,38651,74838,app01,1564,0
Information,2024-12-10T16:17:37,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74838,,0,0
Warning,2024-12-10T16:17:44,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,38653,74839,app01,1564,0
Warning,2024-12-10T16:17:44,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,38659,74840,app01,1564,0
Information,2024-12-10T16:17:44,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,ScheduledJob.ОтправкаСерверныхОповещенийКлиентам,Регламентное задание. Отправка серверных оповещений клиентам,,,,NotApplicable,,38653,74839,app01,1564,0
Information,2024-12-10T16:17:44,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.АвтоматическоеСозданиеРегламентныхЗаданийПоШаблонам,Регламентное задание. Автоматическое создание регламентных заданий по шаблонам,,Автоматическое создание регламентных заданий по шаблонам,,NotApplicable,,38659,74840,app01,1564,0
Information,2024-12-10T16:17:44,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.АвтоматическоеСозданиеРегламентныхЗаданийПоШаблонам,Регламентное задание. Автоматическое создание регламентных заданий по шаблонам,,Автоматическое создание регламентных заданий по шаблонам,,NotApplicable,,38659,74840,app01,1564,0
Information,2024-12-10T16:17:44,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74840,,0,0
Information,2024-12-10T16:17:44,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,Constant.СостояниеОтправкиСерверныхОповещений,Константа. Состояние отправки серверных оповещений,,,,Committed,10.12.2024 16:17:44 (1440866238),38653,74839,app01,1564,0
Information,2024-12-10T16:17:44,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,Constant.СостояниеОтправкиСерверныхОповещений,Константа. Состояние отправки серверных оповещений,,,,Committed,10.12.2024 16:17:44 (1440866572),38653,74839,app01,1564,0
Information,2024-12-10T16:17:44,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,ScheduledJob.ОтправкаСерверныхОповещенийКлиентам,Регламентное задание. Отправка серверных оповещений клиентам,,,,NotApplicable,,38653,74839,app01,1564,0
Information,2024-12-10T16:17:44,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,874224fe-1a54-47f5-b0a4-4acfef6158b8,ОтправкаСерверныхОповещений,app01,,,,,,NotApplicable,,0,74839,,0,0
Warning,2024-12-10T16:17:52,BackgroundJob,Фоновое задание,_$Session$_.ConfigExtensionApplyError,Сеанс. Ошибка применения расширения конфигурации,00000000-0000-0000-0000-000000000000,,,,,ПарсингHH: Низкая: Расширение неактивно и не будет применено,"
			
		",,NotApplicable,,38667,74841,app01,1564,0
Information,2024-12-10T16:17:52,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,38667,74841,app01,1564,0
Information,2024-12-10T16:17:52,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,00000000-0000-0000-0000-000000000000,,,InformationRegister.TelegramЖурналВыполнения,Регистр сведений. Журнал выполнения Telegram,,,,Committed,10.12.2024 16:17:52 (1440868527),38667,74841,app01,1564,0
Information,2024-12-10T16:17:52,BackgroundJob,Фоновое задание,_$Job$_.Finish,Фоновое задание. Успешное завершение,00000000-0000-0000-0000-000000000000,,,ScheduledJob.TelegramОбработкаВходящихСообщенийПриИспользованииПериодическихЗапросов,Регламентное задание. Обработка входящих сообщений Telegram при использовании периодических запросов,,,,NotApplicable,,38667,74841,app01,1564,0
Information,2024-12-10T16:17:52,BackgroundJob,Фоновое задание,_$Session$_.Finish,Сеанс. Завершение,00000000-0000-0000-0000-000000000000,,,,,,,,NotApplicable,,0,74841,,0,0
Information,2024-12-10T16:17:55,BackgroundJob,Фоновое задание,_$Job$_.Start,Фоновое задание. Запуск,d53d59fe-73d5-4da2-99b5-41ce77813b44,СемченкоМН,app01,,,,ЦентрМониторингаСлужебный.ПриПериодическомПолученииДанныхКлиентаНаСервере,,NotApplicable,,38669,74842,app01,1564,0
Information,2024-12-10T16:17:55,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,d53d59fe-73d5-4da2-99b5-41ce77813b44,СемченкоМН,app01,InformationRegister.ЗамерыСтатистики,Регистр сведений. Замеры статистики,,,,Committed,10.12.2024 16:17:55 (1440869947),38669,74842,app01,1564,0
Information,2024-12-10T16:17:55,BackgroundJob,Фоновое задание,_$Data$_.Update,Данные. Изменение,d53d59fe-73d5-4da2-99b5-41ce77813b44,СемченкоМН,app01,InformationRegister.ЗамерыСтатистики,Регистр сведений. Замеры статистики,,,,Committed,10.12.2024 16:17:55 (1440870281),38669,74842,app01,1564,0
